"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"PANL","Pangaea Logistics Solutions Ltd.","2.39","$107.71M","1996","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/panl",
"PZZA","Papa John&#39;s International, Inc.","97.71","$3.17B","1993","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/pzza",
"PRTK","Paratek Pharmaceuticals, Inc. ","4.51","$194.53M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prtk",
"TEUM","Pareteum Corporation","0.7186","$99.76M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/teum",
"PCYG","Park City Group, Inc.","4.96","$96.52M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/pcyg",
"PKBK","Parke Bancorp, Inc.","11.86","$140.53M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pkbk",
"PKOH","Park-Ohio Holdings Corp.","15.16","$188.88M","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/pkoh",
"PTNR","Partner Communications Company Ltd.","3.93","$721.64M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/ptnr",
"PASG","Passage Bio, Inc.","15.62","$708.38M","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/pasg",
"PBHC","Pathfinder Bancorp, Inc.","9.15","$43.5M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pbhc",
"PATK","Patrick Industries, Inc.","64.77","$1.52B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/patk",
"PNBK","Patriot National Bancorp Inc.","6.1","$24M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pnbk",
"PATI","Patriot Transportation Holding, Inc.","8.86","$29.92M","n/a","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/pati",
"PDCO","Patterson Companies, Inc.","27.87","$2.68B","1992","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/pdco",
"PTEN","Patterson-UTI Energy, Inc.","4.2","$787.11M","1993","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pten",
"PAVM","PAVmed Inc.","1.98","$93.98M","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pavm",
"PAVMW","PAVmed Inc.","1.37","n/a","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pavmw",
"PAVMZ","PAVmed Inc.","0.95","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pavmz",
"PAYX","Paychex, Inc.","72.61","$26.05B","1983","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/payx",
"PCTY","Paylocity Holding Corporation","133.94","$7.19B","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/pcty",
"PYPL","PayPal Holdings, Inc.","197.33","$231.53B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/pypl",
"PAYS","Paysign, Inc.","9.57","$470.5M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/pays",
"CNXN","PC Connection, Inc.","45.19","$1.18B","n/a","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/cnxn",
"PCB","PCB Bancorp","9.2","$141.48M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/pcb",
"PCIM","PCI Media, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcim",
"PCSB","PCSB Financial Corporation","11.18","$188.92M","2017","Finance","Banks","https://old.nasdaq.com/symbol/pcsb",
"PCTI","PCTEL, Inc.","6.7","$124.49M","1999","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/pcti",
"PDCE","PDC Energy, Inc.","14.92","$1.49B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pdce",
"PDFS","PDF Solutions, Inc.","24.99","$902.2M","2001","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/pdfs",
"PDLI","PDL BioPharma, Inc.","3.44","$391.97M","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/pdli",
"PDLB","PDL Community Bancorp","9.07","$156.91M","2017","Finance","Savings Institutions","https://old.nasdaq.com/symbol/pdlb",
"PDSB","PDS Biotechnology Corporation","4.67","$71.74M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pdsb",
"PGC","Peapack-Gladstone Financial Corporation","16.02","$302.86M","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/pgc",
"PEGA","Pegasystems Inc.","116.48","$9.37B","1996","Technology","EDP Services","https://old.nasdaq.com/symbol/pega",
"PTON","Peloton Interactive, Inc.","70.01","$19.83B","2019","Energy","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/pton",
"PENN","Penn National Gaming, Inc.","37.42","$5.09B","1994","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/penn",
"PVAC","Penn Virginia Corporation","11.04","$167.34M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pvac",
"PFLT","PennantPark Floating Rate Capital Ltd.","8.46","$328.01M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pflt",
"PNNT","PennantPark Investment Corporation","3.45","$231.31M","2007","n/a","n/a","https://old.nasdaq.com/symbol/pnnt",
"PNNTG","PennantPark Investment Corporation","22.6282","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pnntg",
"PWOD","Penns Woods Bancorp, Inc.","20.16","$141.97M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pwod",
"PEBO","Peoples Bancorp Inc.","20.16","$401.59M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pebo",
"PEBK","Peoples Bancorp of North Carolina, Inc.","16.78","$97.11M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pebk",
"PFIS","Peoples Financial Services Corp. ","35.83","$263.11M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pfis",
"PBCT","People&#39;s United Financial, Inc.","10.52","$4.41B","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/pbct",
"PBCTP","People&#39;s United Financial, Inc.","26.85","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/pbctp",
"PEP","Pepsico, Inc.","137.47","$190.35B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/pep",
"PRCP","Perceptron, Inc.","4.3","$41.8M","1992","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/prcp",
"PRDO","Perdoceo Education Corporation","13.83","$955.12M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/prdo",
"PRFT","Perficient, Inc.","40.53","$1.35B","1999","Technology","EDP Services","https://old.nasdaq.com/symbol/prft",
"PSHG","Performance Shipping Inc.","0.645","$32.59M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/pshg",
"PFMT","Performant Financial Corporation","0.5989","$32.6M","2012","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/pfmt",
"PERI","Perion Network Ltd","6.23","$166.51M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/peri",
"PESI","Perma-Fix Environmental Services, Inc.","7.28","$88.34M","n/a","Basic Industries","Environmental Services","https://old.nasdaq.com/symbol/pesi",
"PPIH","Perma-Pipe International Holdings, Inc.","5.915","$47.6M","n/a","Capital Goods","Pollution Control Equipment","https://old.nasdaq.com/symbol/ppih",
"PSNL","Personalis, Inc.","21.1","$669.09M","2019","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/psnl",
"PETQ","PetIQ, Inc.","37.43","$1.06B","2017","Health Care","Other Pharmaceuticals","https://old.nasdaq.com/symbol/petq",
"PETS","PetMed Express, Inc.","30.73","$619.71M","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/pets",
"PFSW","PFSweb, Inc.","9.09","$176.95M","1999","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/pfsw",
"PGTI","PGT Innovations, Inc.","17.11","$1.01B","2006","Capital Goods","Building Products","https://old.nasdaq.com/symbol/pgti",
"PHAS","PhaseBio Pharmaceuticals, Inc.","4.11","$118.29M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/phas",
"PHAT","Phathom Pharmaceuticals, Inc.","33.07","$957.86M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/phat",
"PAHC","Phibro Animal Health Corporation","23.51","$951.06M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pahc",
"PHIO","Phio Pharmaceuticals Corp.","2.62","$15.14M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/phio",
"PHIOW","Phio Pharmaceuticals Corp.","0.17","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/phiow",
"PLAB","Photronics, Inc.","12.1","$794.03M","1987","Technology","Semiconductors","https://old.nasdaq.com/symbol/plab",
"PHUN","Phunware, Inc.","1.6","$69.59M","2016","Technology","EDP Services","https://old.nasdaq.com/symbol/phun",
"PHUNW","Phunware, Inc.","0.2814","n/a","2016","Technology","EDP Services","https://old.nasdaq.com/symbol/phunw",
"PICO","PICO Holdings Inc.","8.3","$157.93M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/pico",
"PLL","Piedmont Lithium Limited","6.45","$66.62M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pll",
"PIRS","Pieris Pharmaceuticals, Inc.","2.76","$144.4M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/pirs",
"PPC","Pilgrim&#39;s Pride Corporation","15.67","$3.82B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/ppc",
"PDD","Pinduoduo Inc.","94.02","$112.6B","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/pdd",
"PME","Pingtan Marine Enterprise Ltd.","0.996","$78.74M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pme",
"PNFP","Pinnacle Financial Partners, Inc.","39.72","$3.01B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pnfp",
"PNFPP","Pinnacle Financial Partners, Inc.","25.939","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pnfpp",
"PT","Pintec Technology Holdings Limited","1.1742","$50.65M","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/pt",
"PBFS","Pioneer Bancorp, Inc.","8.86","$230.16M","2019","Finance","Banks","https://old.nasdaq.com/symbol/pbfs",
"PPSI","Pioneer Power Solutions, Inc.","1.75","$15.27M","n/a","Consumer Durables","Electrical Products","https://old.nasdaq.com/symbol/ppsi",
"PXLW","Pixelworks, Inc.","3.31","$129.99M","2000","Technology","Semiconductors","https://old.nasdaq.com/symbol/pxlw",
"PLYA","Playa Hotels & Resorts N.V.","3.66","$492.22M","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/plya",
"PLXS","Plexus Corp.","76.53","$2.24B","n/a","Technology","Electrical Products","https://old.nasdaq.com/symbol/plxs",
"PLRX","Pliant Therapeutics, Inc.","23.81","$814.33M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/plrx",
"PLUG","Plug Power, Inc.","9.13","$3.03B","1999","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/plug",
"PLBC","Plumas Bancorp","21.24","$109.99M","n/a","Finance","Finance Companies","https://old.nasdaq.com/symbol/plbc",
"PS","Pluralsight, Inc.","21.82","$3.15B","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/ps",
"PSTI","Pluristem Therapeutics, Inc.","10.16","$259.01M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/psti",
"PSTV","PLUS THERAPEUTICS, Inc.","2.68","$11.02M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pstv",
"PLXP","PLx Pharma Inc.","3","$27.47M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/plxp",
"PCOM","Points International, Ltd.","9.21","$121.8M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/pcom",
"POLA","Polar Power, Inc.","3.01","$34.24M","2016","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/pola",
"PTE","PolarityTE, Inc.","1.62","$62.31M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/pte",
"PYPD","PolyPid Ltd.","13.9","$236.95M","2020","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pypd",
"POOL","Pool Corporation","324.81","$13.02B","1995","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/pool",
"BPOP","Popular, Inc.","36.37","$3.06B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bpop",
"BPOPM","Popular, Inc.","25.1899","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bpopm",
"BPOPN","Popular, Inc.","26.19","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bpopn",
"KCAPL","Portman Ridge Finance Corporation","24.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kcapl",
"PTMN","Portman Ridge Finance Corporation","1.08","$48.05M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ptmn",
"PSTX","Poseida Therapeutics, Inc.","13.08","$808.55M","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/pstx",
"PPHI","Positive Physicians Holdings, Inc.","11","$39.77M","2019","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/pphi",
"PBPB","Potbelly Corporation","3.32","$79.06M","2013","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/pbpb",
"PCH","PotlatchDeltic Corporation","43.76","$2.93B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/pch",
"POWL","Powell Industries, Inc.","27.88","$323.8M","n/a","Consumer Durables","Electrical Products","https://old.nasdaq.com/symbol/powl",
"POWI","Power Integrations, Inc.","121.7","$3.64B","1997","Technology","Semiconductors","https://old.nasdaq.com/symbol/powi",
"PBTS","Powerbridge Technologies Co., Ltd.","3.06","$28.08M","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/pbts",
"PWFL","PowerFleet, Inc.","5.945","$177.75M","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/pwfl",
"PPD","PPD, Inc.","30.86","$10.76B","2020","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/ppd",
"PRAA","PRA Group, Inc.","39.19","$1.78B","2002","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/praa",
"PRAH","PRA Health Sciences, Inc.","106.63","$6.79B","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/prah",
"PGEN","Precigen, Inc.","4.62","$795.52M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/pgen",
"PRPO","Precipio, Inc.","3.97","$58.03M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/prpo",
"DTIL","Precision BioSciences, Inc.","6.75","$350.06M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/dtil",
"POAI","Predictive Oncology Inc.","1.67","$24.22M","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/poai",
"PFBC","Preferred Bank","36.73","$547.87M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pfbc",
"PLPC","Preformed Line Products Company","51.38","$255.86M","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/plpc",
"PFBI","Premier Financial Bancorp, Inc.","10.85","$159.09M","1996","Finance","Major Banks","https://old.nasdaq.com/symbol/pfbi",
"PFC","Premier Financial Corp. ","17.75","$662.01M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/pfc",
"PINC","Premier, Inc.","34.9","$2.5B","2013","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/pinc",
"PBIO","Pressure BioSciences, Inc.","2","$2.2M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pbio",
"PRVL","Prevail Therapeutics Inc.","15.44","$528.07M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/prvl",
"PRGX","PRGX Global, Inc.","5.48","$129.29M","1996","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/prgx",
"PSMT","PriceSmart, Inc.","64.93","$1.99B","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/psmt",
"PNRG","PrimeEnergy Resources Corporation","74.8","$149.16M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pnrg",
"PRMW","Primo Water Corporation","14.15","$2.26B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/prmw",
"PRIM","Primoris Services Corporation","17.25","$832.49M","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/prim",
"PVAL","Principal Contrarian Value Index ETF","23.1678","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pval",
"PFG","Principal Financial Group Inc","43.24","$11.87B","2001","Finance","Accident &Health Insurance","https://old.nasdaq.com/symbol/pfg",
"BTEC","Principal Healthcare Innovators Index ETF","46.0364","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/btec",
"PDEV","Principal International Multi-Factor Core Index ETF","24.16","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pdev",
"GENY","Principal Millennials Index ETF","46.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/geny",
"PSET","Principal Price Setters Index ETF","42.2338","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pset",
"PY","Principal Shareholder Yield Index ETF","28.31","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/py",
"PMOM","Principal Sustainable Momentum Index ETF","29.4664","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pmom",
"PLC","Principal U.S. Large-Cap Multi-Factor Core Index ETF","26.536","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/plc",
"USMC","Principal U.S. Mega-Cap Multi-Factor Index ETF","31.9383","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usmc",
"PSC","Principal U.S. Small-Cap Multi-Factor Index ETF","28.8434","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psc",
"PSM","Principal U.S. Small-MidCap Multi-Factor Core Index ETF","23.03","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psm",
"PRNB","Principia Biopharma Inc.","85.68","$2.83B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prnb",
"PRTH","Priority Technology Holdings, Inc.","2.25","$151.01M","2016","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/prth",
"UFO","Procure Space ETF","21.12","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ufo",
"PDEX","Pro-Dex, Inc.","20.79","$79.23M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pdex",
"IPDN","Professional Diversity Network, Inc.","1.1589","$13.02M","2013","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/ipdn",
"PFHD","Professional Holding Corp.","11.55","$155.29M","2020","Finance","Major Banks","https://old.nasdaq.com/symbol/pfhd",
"PFIE","Profire Energy, Inc.","0.83","$39.58M","n/a","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/pfie",
"PROF","Profound Medical Corp.","15.66","$301.53M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/prof",
"PROG","Progenity, Inc.","9.09","$410.54M","1995","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/prog",
"PRGS","Progress Software Corporation","36.31","$1.64B","1991","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/prgs",
"PGNY","Progyny, Inc.","27.18","$2.31B","2019","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/pgny",
"LUNG","ProLung, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lung",
"PFPT","Proofpoint, Inc.","115.97","$6.68B","2012","Technology","EDP Services","https://old.nasdaq.com/symbol/pfpt",
"PSACU","Property Solutions Acquisition Corp.","9.95","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/psacu",
"PRPH","ProPhase Labs, Inc.","1.82","$21.1M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prph",
"PTAC","PropTech Acquisition Corporation","10.45","$225.33M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ptac",
"PTACU","PropTech Acquisition Corporation","11","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/ptacu",
"PTACW","PropTech Acquisition Corporation","1.5499","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ptacw",
"PRQR","ProQR Therapeutics N.V.","5.13","$256.33M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prqr",
"EQRR","ProShares Equities for Rising Rates ETF","30.391","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eqrr",
"BIB","ProShares Ultra Nasdaq Biotechnology","73.09","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bib",
"TQQQ","ProShares UltraPro QQQ","125.44","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tqqq",
"SQQQ","ProShares UltraPro Short QQQ","5.62","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sqqq",
"BIS","ProShares UltraShort Nasdaq Biotechnology","7.79","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bis",
"PSEC","Prospect Capital Corporation","5","$1.85B","2004","n/a","n/a","https://old.nasdaq.com/symbol/psec",
"PTGX","Protagonist Therapeutics, Inc.","16.16","$576.39M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ptgx",
"TARA","Protara Therapeutics, Inc. ","26.27","$153.9M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/tara",
"PTVCA","Protective Insurance Corporation","15.25","$216.29M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ptvca",
"PTVCB","Protective Insurance Corporation","13.78","$195.44M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ptvcb",
"PTI","Proteostasis Therapeutics, Inc.","1.76","$91.78M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pti",
"PRTA","Prothena Corporation plc","12.55","$500.89M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prta",
"PRVB","Provention Bio, Inc.","11.24","$630.12M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prvb",
"PVBC","Provident Bancorp, Inc.","7.85","$152.86M","2015","Finance","Savings Institutions","https://old.nasdaq.com/symbol/pvbc",
"PROV","Provident Financial Holdings, Inc.","12.28","$91.32M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/prov",
"PBIP","Prudential Bancorp, Inc.","11.45","$93.28M","n/a","Finance","Banks","https://old.nasdaq.com/symbol/pbip",
"PMD","Psychemedics Corporation","4.89","$27.02M","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/pmd",
"PTC","PTC Inc.","86.6","$10.02B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ptc",
"PTCT","PTC Therapeutics, Inc.","48.49","$3.18B","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ptct",
"PHCF","PUHUI WEALTH INVESTMENT MANAGEMENT CO., LTD.","3.73","$42.92M","2018","Finance","Investment Managers","https://old.nasdaq.com/symbol/phcf",
"PULM","Pulmatrix, Inc.","1.29","$33.04M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pulm",
"PLSE","Pulse Biosciences, Inc","11.48","$288.71M","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/plse",
"PBYI","Puma Biotechnology Inc","10.785","$424.54M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pbyi",
"PACQ","Pure Acquisition Corp.","10.7","$491.84M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/pacq",
"PACQU","Pure Acquisition Corp.","10.9","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/pacqu",
"PACQW","Pure Acquisition Corp.","1.3","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/pacqw",
"PCYO","Pure Cycle Corporation","9.17","$218.74M","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/pcyo",
"PRPL","Purple Innovation, Inc.","24.91","$1.35B","2015","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/prpl",
"PRPLW","Purple Innovation, Inc.","6.75","n/a","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/prplw",
"PUYI","Puyi Inc.","6.32","$381.19M","2019","Finance","Investment Managers","https://old.nasdaq.com/symbol/puyi",
"PXS","Pyxis Tankers Inc.","0.8705","$18.65M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/pxs",
"QK","Q&K International Group Limited","10","$478.67M","2019","Finance","Real Estate","https://old.nasdaq.com/symbol/qk",
"QADA","QAD Inc.","41.19","$841.75M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/qada",
"QADB","QAD Inc.","28.16","$575.47M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/qadb",
"QCRH","QCR Holdings, Inc.","29.75","$469.77M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/qcrh",
"QGEN","Qiagen N.V.","47.49","$10.84B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/qgen",
"QIWI","QIWI plc","19.35","$1.21B","2013","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/qiwi",
"QRVO","Qorvo, Inc.","131.25","$14.99B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/qrvo",
"QCOM","QUALCOMM Incorporated","110.95","$125.18B","1991","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/qcom",
"QLGN","Qualigen Therapeutics, Inc.","5.51","$92.73M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/qlgn",
"QLYS","Qualys, Inc.","124.02","$4.83B","2012","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/qlys",
"QTRX","Quanterix Corporation","33","$934.26M","2017","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/qtrx",
"QMCO","Quantum Corporation","4.915","$196.13M","n/a","Technology","Electronic Components","https://old.nasdaq.com/symbol/qmco",
"QRHC","Quest Resource Holding Corporation","1.35","$20.79M","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/qrhc",
"QH","Quhuo Limited","8.85","$459.37M","2020","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/qh",
"QUIK","QuickLogic Corporation","4","$44.22M","1999","Technology","Semiconductors","https://old.nasdaq.com/symbol/quik",
"QDEL","Quidel Corporation","298.56","$12.52B","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/qdel",
